Title,Web,Category,Fetched_Title,Abstract,Authors,Journal,Keywords
"How many qubits are needed for quantum computational supremacy? - Alexander M. Dalzell1, Aram W. Harrow, Dax Enshan Koh, and Rolando L. La Placa",https://quantum-journal.org/papers/q-2020-05-11-264/,,Unknown,Unknown,Unknown,Unknown,Unknown
"Implementing the quantum random walk - B. C. Travaglione, G. J. Milburn",https://arxiv.org/abs/quant-ph/0109076,,Unknown,Unknown,Unknown,Unknown,Unknown
Memory cost of quantum protocols,https://www.researchgate.net/publication/51965796_Memory_cost_of_quantum_protocols,Quantum Memories,Unknown,Unknown,Unknown,Unknown,Unknown
Experimental exploration of five-qubit quantum error-correcting code with superconducting qubits,https://ora.ox.ac.uk/objects/uuid:5b2e5204-7746-4569-807e-77654a77313a/files/s0v838175c,Quantum Error Correction,Unknown,Unknown,Unknown,Unknown,Unknown
"Channel Waveguides in Lithium Niobate and Lithium Tantalate- Yi Lu, Benjamin Johnston, Peter Dekker, Michael J Withford, Judith M Dawes",https://pubmed.ncbi.nlm.nih.gov/32867367/,,Unknown,Unknown,Unknown,Unknown,Unknown
Optimal architectures for long distance quantum communication,https://www.nature.com/articles/srep20463,Quantum Repeater Architectures,Unknown,Unknown,Unknown,Unknown,Unknown
Stabilizer Codes and Quantum Error Correction -Thesis by Daniel Gottesman,https://arxiv.org/abs/quant-ph/9705052,,Unknown,Unknown,Unknown,Unknown,Unknown
Multiple Particle Interference and Quantum Error Correction - Andrew Steane,https://arxiv.org/abs/quant-ph/9601029Multiplexed quantum repeaters,,Unknown,Unknown,Unknown,Unknown,Unknown
"Multiple Particle Interference and Quantum Error Correction, Andrew Steane",https://arxiv.org/abs/quant-ph/9601029,,Unknown,Unknown,Unknown,Unknown,Unknown
Why Philosophers Should Care About Computational Complexity,https://arxiv.org/abs/1108.1791,Commercial and Philosophical Views,Why Philosophers Should Care About Computational Complexity,"One might think that, once we know something is computable, how efficiently
it can be computed is a practical question with little further philosophical
importance. In this essay, I offer a detailed case that one would be wrong. In
particular, I argue that computational complexity theory -- the field that
studies the resources (such as time, space, and randomness) needed to solve
computational problems -- leads to new perspectives on the nature of
mathematical knowledge, the strong AI debate, computationalism, the problem of
logical omniscience, Hume's problem of induction, Goodman's grue riddle, the
foundations of quantum mechanics, economic rationality, closed timelike curves,
and several other topics of philosophical interest. I end by discussing aspects
of complexity theory itself that could benefit from philosophical analysis.",Scott Aaronson,arXiv,"cs.CC, quant-ph"
lambeq: An Efficient High-Level Python Library for Quantum NLP,https://arxiv.org/abs/2110.04236,Natural Language Processing & Quantum Computing,lambeq: An Efficient High-Level Python Library for Quantum NLP,"We present lambeq, the first high-level Python library for Quantum Natural
Language Processing (QNLP). The open-source toolkit offers a detailed hierarchy
of modules and classes implementing all stages of a pipeline for converting
sentences to string diagrams, tensor networks, and quantum circuits ready to be
used on a quantum computer. lambeq supports syntactic parsing, rewriting and
simplification of string diagrams, ansatz creation and manipulation, as well as
a number of compositional models for preparing quantum-friendly representations
of sentences, employing various degrees of syntax sensitivity. We present the
generic architecture and describe the most important modules in detail,
demonstrating the usage with illustrative examples. Further, we test the
toolkit in practice by using it to perform a number of experiments on simple
NLP tasks, implementing both classical and quantum pipelines.","Dimitri Kartsaklis, Ian Fan, Richie Yeung, Anna Pearson, Robin Lorenz, Alexis Toumi, Giovanni de Felice, Konstantinos Meichanetzidis, Stephen Clark, Bob Coecke",arXiv,"cs.CL, cs.AI, quant-ph"
